Date,sp500,nasdaq_composite,dow_jones,russell_2000,vix
2023-12-18,4740.56005859375,14904.8095703125,37306.01953125,1982.4200439453125,12.5600004196167
2023-12-19,4768.3701171875,15003.2197265625,37557.921875,2020.949951171875,12.529999732971191
2023-12-20,4698.35009765625,14777.9404296875,37082.0,1982.8399658203125,13.670000076293945
2023-12-21,4746.75,14963.8701171875,37404.3515625,2017.06005859375,13.649999618530273
2023-12-22,4754.6298828125,14992.9697265625,37385.96875,2033.9599609375,13.029999732971191
2023-12-26,4774.75,15074.5703125,37545.328125,2059.18994140625,12.989999771118164
2023-12-27,4781.580078125,15099.1796875,37656.51953125,2066.2099609375,12.430000305175781
2023-12-28,4783.35009765625,15095.1396484375,37710.1015625,2058.340087890625,12.470000267028809
2023-12-29,4769.830078125,15011.349609375,37689.5390625,2027.0699462890625,12.449999809265137
2024-01-02,4742.830078125,14765.9404296875,37715.0390625,2012.800048828125,13.199999809265137
2024-01-03,4704.81005859375,14592.2099609375,37430.19140625,1959.199951171875,14.039999961853027
2024-01-04,4688.68017578125,14510.2998046875,37440.33984375,1957.72998046875,14.130000114440918
2024-01-05,4697.240234375,14524.0703125,37466.109375,1951.1400146484375,13.350000381469727
2024-01-08,4763.5400390625,14843.76953125,37683.01171875,1989.010009765625,13.079999923706055
2024-01-09,4756.5,14857.7099609375,37525.16015625,1968.0400390625,12.760000228881836
2024-01-10,4783.4501953125,14969.650390625,37695.73046875,1970.260009765625,12.6899995803833
2024-01-11,4780.240234375,14970.1904296875,37711.01953125,1955.4599609375,12.4399995803833
2024-01-12,4783.830078125,14972.759765625,37592.98046875,1950.9599609375,12.699999809265137
2024-01-16,4765.97998046875,14944.349609375,37361.12109375,1927.300048828125,13.84000015258789
2024-01-17,4739.2099609375,14855.6201171875,37266.671875,1913.1700439453125,14.789999961853027
2024-01-18,4780.93994140625,15055.650390625,37468.609375,1923.6500244140625,14.130000114440918
2024-01-19,4839.81005859375,15310.9697265625,37863.80078125,1944.3900146484375,13.300000190734863
2024-01-22,4850.43017578125,15360.2900390625,38001.80859375,1983.3800048828125,13.1899995803833
2024-01-23,4864.60009765625,15425.9404296875,37905.44921875,1976.27001953125,12.550000190734863
2024-01-24,4868.5498046875,15481.919921875,37806.390625,1961.8599853515625,13.140000343322754
2024-01-25,4894.16015625,15510.5,38049.12890625,1975.8800048828125,13.449999809265137
2024-01-26,4890.97021484375,15455.3603515625,38109.4296875,1978.3299560546875,13.260000228881836
2024-01-29,4927.93017578125,15628.0400390625,38333.44921875,2011.4200439453125,13.600000381469727
2024-01-30,4924.97021484375,15509.900390625,38467.30859375,1996.239990234375,13.3100004196167
2024-01-31,4845.64990234375,15164.009765625,38150.30078125,1947.3399658203125,14.350000381469727
2024-02-01,4906.18994140625,15361.6396484375,38519.83984375,1974.4200439453125,13.880000114440918
2024-02-02,4958.60986328125,15628.9501953125,38654.421875,1962.72998046875,13.850000381469727
2024-02-05,4942.81005859375,15597.6796875,38380.12109375,1937.239990234375,13.670000076293945
2024-02-06,4954.22998046875,15609.0,38521.359375,1953.6300048828125,13.0600004196167
2024-02-07,4995.06005859375,15756.6396484375,38677.359375,1950.3599853515625,12.829999923706055
2024-02-08,4997.91015625,15793.7099609375,38726.328125,1979.699951171875,12.789999961853027
2024-02-09,5026.60986328125,15990.66015625,38671.69140625,2009.989990234375,12.930000305175781
2024-02-12,5021.83984375,15942.5498046875,38797.37890625,2045.260009765625,13.930000305175781
2024-02-13,4953.169921875,15655.599609375,38272.75,1964.1700439453125,15.850000381469727
2024-02-14,5000.6201171875,15859.150390625,38424.26953125,2012.0999755859375,14.380000114440918
2024-02-15,5029.72998046875,15906.169921875,38773.12109375,2061.47998046875,14.010000228881836
2024-02-16,5005.56982421875,15775.650390625,38627.98828125,2045.1400146484375,14.239999771118164
2024-02-20,4975.509765625,15630.7802734375,38563.80078125,2004.1400146484375,15.420000076293945
2024-02-21,4981.7998046875,15580.8701171875,38612.23828125,1994.739990234375,15.34000015258789
2024-02-22,5087.02978515625,16041.6201171875,39069.109375,2013.8399658203125,14.539999961853027
2024-02-23,5088.7998046875,15996.8203125,39131.53125,2016.68994140625,13.75
2024-02-26,5069.52978515625,15976.25,39069.23046875,2028.969970703125,13.739999771118164
2024-02-27,5078.18017578125,16035.2998046875,38972.41015625,2056.110107421875,13.430000305175781
2024-02-28,5069.759765625,15947.740234375,38949.01953125,2040.31005859375,13.84000015258789
2024-02-29,5096.27001953125,16091.919921875,38996.390625,2054.840087890625,13.399999618530273
2024-03-01,5137.080078125,16274.9404296875,39087.37890625,2076.389892578125,13.109999656677246
2024-03-04,5130.9501953125,16207.509765625,38989.828125,2074.31005859375,13.489999771118164
2024-03-05,5078.64990234375,15939.58984375,38585.19140625,2053.7099609375,14.460000038146973
2024-03-06,5104.759765625,16031.5400390625,38661.05078125,2068.090087890625,14.5
2024-03-07,5157.35986328125,16273.3798828125,38791.3515625,2084.739990234375,14.4399995803833
2024-03-08,5123.68994140625,16085.1103515625,38722.69140625,2082.7099609375,14.739999771118164
2024-03-11,5117.93994140625,16019.26953125,38769.66015625,2065.8798828125,15.220000267028809
2024-03-12,5175.27001953125,16265.6396484375,39005.48828125,2065.47998046875,13.84000015258789
2024-03-13,5165.31005859375,16177.76953125,39043.3203125,2071.7099609375,13.75
2024-03-14,5150.47998046875,16128.5302734375,38905.66015625,2031.1800537109375,14.399999618530273
2024-03-15,5117.08984375,15973.169921875,38714.76953125,2039.3199462890625,14.40999984741211
2024-03-18,5149.419921875,16103.4501953125,38790.4296875,2024.739990234375,14.329999923706055
2024-03-19,5178.509765625,16166.7900390625,39110.76171875,2035.7099609375,13.819999694824219
2024-03-20,5224.6201171875,16369.41015625,39512.12890625,2074.8798828125,13.039999961853027
