date,sp500,nasdaq_composite,dow_jones,russell_2000,vix,sse_index,csi_300,szse_component,usd_cny,us_10y_yield
2010-01-04,0.017948959110753494,0.009503265667189193,0.02215907912725414,0.024296721035581947,0.14819850797106385,0.40224254809865495,0.9021916195504,0.5887658977409249,0.5957687751923185,0.7444865536419707
2010-01-05,0.01852282349731964,0.009515989296214951,0.02186426578771607,0.023567055382779315,0.13881712776202648,0.41418748165437375,0.9021916195504,0.5873101100876178,0.5958447046776901,0.725328619241843
2010-01-06,0.018623613912264296,0.00918171557102726,0.02190525561982654,0.023322330535165966,0.13623384389203774,0.4054931634528027,0.9021916195504,0.5862109890896867,0.5968303417116096,0.7371352519974627
2010-01-07,0.019363279424418664,0.009136090436641962,0.02272449769371915,0.02514422639120281,0.13487421943769212,0.3863909402380622,0.9021916195504,0.5619139309869378,0.5964514174227074,0.7402539731528937
2010-01-08,0.019898129446782962,0.009887116563050488,0.023004241242040136,0.026318059205543535,0.12222975609783296,0.3873924491812395,0.9021916195504,0.5647932180196193,0.5962239905355704,0.7371352519974627
2010-01-11,0.02022326237815788,0.009678301247296925,0.024135054263304215,0.026059724702111743,0.11434396538184373,0.39260114583735795,0.9021916195504,0.5552121346195796,0.5954657803887878,0.7393629175530185
2010-01-12,0.018474045619797697,0.008357860591609336,0.02322816628369304,0.022211954124173837,0.12386131062958361,0.41163399060931655,0.9021916195504,0.5750461966458817,0.5955413483051822,0.7173090126194946
2010-01-13,0.020011937879487744,0.009480453099996542,0.02454934090761133,0.025864846602028545,0.11842283874488062,0.38013602577356015,0.9021916195504,0.5421915142457052,0.5956932072759249,0.7315660615527049
2010-01-14,0.02046385757224903,0.009868256032146142,0.025284626160675318,0.027165564561164392,0.11543165975878433,0.39347171625340316,0.9021916195504,0.5590950854915633,0.5958447046776901,0.7206504843969601
2010-01-15,0.01844316751669593,0.008607031660030458,0.02279338472333069,0.02332686708710545,0.11923860304441618,0.3961462020881697,0.9021916195504,0.5645166122069647,0.5958447046776901,0.7077300454194307
2010-01-18,0.01844316751669593,0.008607031660030458,0.02279338472333069,0.02332686708710545,0.11923860304441618,0.400171214459014,0.9021916195504,0.5732687579585206,0.5956932072759249,0.7077300454194307
2010-01-19,0.02075160339164211,0.010028811522655535,0.025652015614714866,0.028398317226914233,0.11475186049795127,0.403210734135507,0.9021916195504,0.5722913118457363,0.5956932072759249,0.714635792708133
2010-01-20,0.01876992770029086,0.008750043965064942,0.022632897474785224,0.024074651285763936,0.12970767763039415,0.3736665998437391,0.9021916195504,0.5331456947655737,0.5960721315648272,0.703942966174423
2010-01-21,0.015264985174690437,0.007629197207124873,0.017367174860212616,0.018976009496220334,0.17851801141937762,0.3758470109694605,0.9021916195504,0.5332357852083722,0.5963754879373357,0.6932501927524494
2010-01-22,0.011246346905585923,0.004979094477743653,0.01201185329497971,0.013881904258616212,0.2470428090319944,0.36643408694970997,0.9021916195504,0.5042981015330728,0.5958447046776901,0.6903542222190532
2010-01-25,0.012062433738463241,0.005220811298856754,0.0126014558623899,0.014330580310191719,0.22121004813014553,0.35580802696437963,0.9021916195504,0.49296940430905933,0.5957687751923185,0.6974827732415265
2010-01-26,0.011313004712988775,0.004910656776165704,0.012537993957616513,0.011633959786897132,0.20951731412852445,0.3324843456349004,0.9021916195504,0.4652550679063311,0.5955413483051822,0.6974827732415265
2010-01-27,0.012179476831068785,0.005686251930339459,0.013571781635108514,0.014452956564949427,0.19034668452702175,0.3222904207423023,0.9021916195504,0.4548245477629131,0.5958447046776901,0.7006014943969575
2010-01-28,0.010070994533791892,0.0038257853295871887,0.01071510378866607,0.0097168793258374,0.19836844028171344,0.3246334992672376,0.9021916195504,0.4614642309929511,0.5957687751923185,0.7037202155523884
2010-01-29,0.008338030453092605,0.002437346087464796,0.009403308602801294,0.007047450452277631,0.21046906939944207,0.323125239247461,0.9021916195504,0.4629705185624363,0.5957687751923185,0.6928046383966436
2010-02-01,0.010828539975827169,0.003483607531822889,0.012321712314068915,0.010315123281905432,0.18286878892714004,0.30822261310640764,0.9021916195504,0.4496292149229364,0.5958447046776901,0.7028291599525134
2010-02-02,0.013125604929772508,0.0043109754323859715,0.015070225227071615,0.012490538246396954,0.16777700675599463,0.30615590975671164,0.9021916195504,0.4427660651648631,0.5943282843841251,0.6985965794634363
2010-02-03,0.01214371697130697,0.004348257379051517,0.014420873951443928,0.010954140881624653,0.16940856128774529,0.32764683123830424,0.9021916195504,0.47426507995460815,0.5957687751923185,0.7137447371082579
2010-02-04,0.006588813694732425,0.001475737474604686,0.007794722920790766,0.0014457493116888907,0.23031949826177783,0.3249957245724402,0.9021916195504,0.4658785747111288,0.5957687751923185,0.6930273890186784
2010-02-05,0.007089511265015656,0.0021640451064215897,0.008042880186720742,0.0029413453709079334,0.23072739337788536,0.3076138438382341,0.9021916195504,0.4431453424098868,0.596982200682353,0.6787703400854682
2010-02-08,0.005553266102084894,0.0015029411932287846,0.0054790144115427365,0.0,0.23616586526258845,0.30629929693222036,0.9021916195504,0.44586609137819067,0.5958447046776901,0.6890176122633724
2010-02-09,0.007793436761947476,0.002591764676095604,0.009188738887535956,0.003933882079081837,0.22923180388483727,0.31054884041219905,0.9021916195504,0.4479472333942045,0.5955413483051822,0.6981510251076306
2010-02-10,0.007404900527609742,0.002460158654657446,0.008688518265792538,0.004228481336127406,0.22107408309144308,0.3210135234069886,0.9021916195504,0.4673109599642559,0.5973611249712553,0.7117398221747367
2010-02-11,0.009085832226347052,0.0037560302825798055,0.011301017271186318,0.008597457472868377,0.20149555837383273,0.3219459575329542,0.9021916195504,0.47084428249670707,0.6010010398723806,0.7204277337749254
2010-02-12,0.008604641838164746,0.004024511707173861,0.010188697897703845,0.010981332531359468,0.18477224760361619,0.33209228911742955,0.9021916195504,0.4780676180680782,0.6007736129852437,0.711517071552702
2010-02-15,0.008604641838164746,0.004024511707173861,0.010188697897703845,0.010981332531359468,0.18477224760361619,0.33209228911742955,0.9021916195504,0.4780676180680782,0.600697683499872,0.711517071552702
2010-02-16,0.011751926232529202,0.005369521390626678,0.014377906962725775,0.015567869527881039,0.1782460813419726,0.33209228911742955,0.9021916195504,0.4780676180680782,0.600697683499872,0.7050568255080691
2010-02-17,0.012506237014663716,0.00590033662781076,0.015376154044611404,0.017376183390001507,0.17104008988681638,0.33209228911742955,0.9021916195504,0.4780676180680782,0.600697683499872,0.7224326487084467
2010-02-18,0.013683216638677763,0.006576788150762751,0.017441752242987725,0.019411103553879466,0.15622023779307606,0.33209228911742955,0.9021916195504,0.4780676180680782,0.600697683499872,0.7360213926638166
2010-02-19,0.014076634629675545,0.006671551340678508,0.017675056722694142,0.02045348700958352,0.14792657789365882,0.33209228911742955,0.9021916195504,0.4780676180680782,0.5974370544566269,0.7313433109306702
2010-02-22,0.0138880519730071,0.006590829125217946,0.017206687611667153,0.02073901316275013,0.14683888351671823,0.327510958795657,0.9021916195504,0.469847920910093,0.5965273469080791,0.7351303370639414
2010-02-23,0.011708030111667307,0.005336619885267139,0.014713710134374315,0.017484949988940773,0.16628144319562602,0.32103682666949845,0.9021916195504,0.45684524824161976,0.596754773795216,0.7110715171968964
